feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,target
-0.25725538343500487,2.386674514052557,1.6425285692628773,-0.12722603295650858,-0.0018749016180528155,-0.45961227706038543,0.64004552231466,2.857931107571555,-0.869103818409731,1.0517694315385229,1.9178480016066657,2.4062408740911643,clase_2
5.785482936930479,1.9250179938310643,-0.3575577028223364,0.5430623177203251,-3.44246611569141,-1.6226207760524491,-2.923592539951944,-3.6442273610008633,-0.41681802071018814,-2.055649859550421,1.946698462365562,2.928685138946242,clase_4
0.16578499853419698,-1.6427730737224069,2.5917771795845463,-0.37276076397368657,-1.3727513443126365,1.1426587629485443,-0.5259670724700266,-0.8498398717727607,1.2959667501518788,-0.37759125365722557,0.19477400562806724,-0.7287320016719487,clase_5
0.6971144531902611,-1.4677879814760324,0.6491144749717128,-0.35240598915431365,0.09772679756716429,1.8516865399275235,-0.35067089652958,0.05063807440124314,1.0947644330271482,-0.5442305581871869,-0.09362131907061147,-0.41341348773817344,clase_4
5.725226122664207,3.1187166179368937,3.115212611273212,1.7866490661765797,0.026746027142901863,-0.0784185012192874,-2.6558471393549983,3.14211940283683,-2.8117104955492067,2.726183161410682,-1.332128954630901,5.0893665010085165,clase_3
3.800929192058899,-3.1572841533880522,1.5180120238107653,2.652032702761262,1.426130581582171,0.9395974613439892,1.3510980671653814,2.497661284528178,1.3067045658523833,0.21068355966450536,-0.16224853995849545,3.178916248729629,clase_3
-6.453319481327006,2.327565356406467,-2.05295548378791,-2.400828167135991,1.0774763342886318,1.2302126739444232,1.4637737088265477,1.3318859023656173,2.1137793707997097,1.6102423830763601,-1.8758090928476314,-1.2693349073662743,clase_4
0.18044883410934565,-1.036026606382577,-0.8815827337556896,-1.5381854030537472,-2.2249441782766644,3.1106742039531206,3.383380410755281,2.5429811584285043,-0.8482212164884625,-1.2113581416590518,-0.28770705554947656,1.368862131127569,clase_3
4.443462837864818,-3.852423617774595,-4.039820471032231,0.8889764840942252,1.5102900808649096,2.222951730335075,0.6489342598460195,-0.4522408005847938,-0.601969699964904,-2.9206961485917207,0.31549680832349175,-0.44952721698788695,clase_0
4.906905057454642,-2.3238112793022303,1.5276271357853206,-1.8159587452443204,3.781955936192226,0.17796415536852717,-1.5063700302773733,4.466990166299838,-1.8550475590497582,-1.2113334304667944,0.2995204194161605,2.8040392668877185,clase_2
3.476059934976099,3.8651849488423293,-0.5299899868769802,2.9366150025555102,-2.35910346193627,-1.1388360827030577,1.1510731409766672,1.4605685844540124,-5.57453322421281,0.8578984077130343,0.554254476026521,2.7095267565480317,clase_1
-4.391501103894951,1.5112294445449523,3.0436496051861024,2.0385877237360335,0.7164410257100599,1.1835221856628373,-0.5120258409607112,-0.47779853970442776,1.4870482935247855,2.4527653445162407,-0.8233495383626361,-3.585970097020999,clase_1
0.9632814133517049,-1.2626510272192486,-3.1004968732337765,-0.350620230158079,-0.186619946391531,-0.8066544346620317,0.0681809673569026,-0.30607533500263856,0.3203561808961223,3.032905009632276,-0.28168832078912964,2.7476178155945012,clase_5
1.4433074482667252,-3.329314835562073,1.0445597074198854,-1.7848852455669806,0.2892651270500887,1.7368859405167312,0.9655572985115344,1.6207258670207456,1.871431886984397,-2.136122058768586,-0.5495445908100448,1.2798669902544446,clase_0
-5.513363161425135,-0.5635312717612551,1.4662315734559126,0.7490980397657823,1.6741768505753436,0.630070598555413,-0.4697166869861323,-0.6794900729178815,2.4608174082353353,4.042919538488021,0.6871774750986485,-3.417106581616287,clase_1
-0.5984299966052565,0.17595596438788752,2.601190366262754,0.5068122985959305,-0.14425113368749531,0.8390279152109682,1.4400019205629522,2.830626817215166,0.6337114137999366,1.3855545514621395,0.9112622830378235,1.9049535235060644,clase_1
-3.9365990554141357,2.0854286233290225,2.3843307781168996,-3.152334514964794,1.194684301689986,0.33946691412503754,3.8513815308316817,6.942285264564389,0.9284312128959675,-0.4739907980050979,0.6287305482596371,3.4092724173609934,clase_1
-3.84790040377062,0.7782077932949467,2.369606082470013,1.0560147895744976,1.8359485803560907,-1.604513691222812,2.3946082797963064,1.5412274980161853,0.9952100903343856,-2.010154293504814,0.04191804023862554,-1.886611334715935,clase_3
-0.47634260905979997,1.6120866060727412,0.46304665008419804,-0.24437654655924668,2.1324617968651403,-0.3291219126971296,-2.071668277780166,0.39718907945305404,1.0583785879083638,0.9720826929955384,0.13152273007815657,0.12139384227671857,clase_5
0.5739070185139923,0.7624993564129874,1.34450293603464,2.0073343096885248,4.083527292336281,0.6973696998931238,-1.217491410800677,2.5075462331092306,-0.062300845153919315,1.3194208340716482,0.2805749659586189,-0.24899031608450606,clase_4
7.522866933709602,0.028606198639025693,-2.712533974653409,3.5719215844920607,0.6216130167900539,-5.0572691288772855,-1.3410812706027742,-1.554599517287313,-1.3960136297654298,-0.16357280265495389,-2.553631015648598,5.49360845131051,clase_3
1.877423144516841,0.5980530407069935,-2.683114696064712,-0.39813635880510834,-0.4912896827033968,-1.6326883863366326,-1.3856511466551606,-1.5516595310275387,1.1559333688015252,1.3831853161832113,1.0477015688776097,3.12844047687432,clase_4
-8.470727680368375,2.724842173263837,3.5336214073804237,-6.65300672678725,4.2918008864522115,-1.4590283049128665,2.4945170308927187,7.5634387597613575,3.187514904637525,-1.1488174809450327,0.42872799329406813,1.598661979679845,clase_5
0.751763811710436,3.951991147474655,-0.11382007292803797,-4.0743752754528915,1.6103760935164866,-0.921799951728176,-1.5580863460347638,3.70836257724069,-2.590628155729208,-1.2223160413857368,-0.2903829916507967,2.5102775075156867,clase_5
-2.6046921792032194,-1.419091363216519,2.2072095772081224,-0.7648965568521524,-0.7139852383479726,-0.5094950864486147,1.4990432138701104,0.9050982897005438,2.3530635520783245,1.5304509479047537,-0.6666192774947225,1.065975795214742,clase_3
-0.8780702883369664,0.10679509774254237,-2.0204820409814443,-1.2919243223049666,0.28482636040205844,-0.8061204197521443,0.3702426048990099,0.5643333278083096,-0.8434469946127809,1.4538903696872434,-0.18847681889449142,0.8143948287178361,clase_2
3.994477833476352,-1.0198746128810157,-0.06485188996907798,2.739038388416292,0.8698545427601699,1.5442306454022448,0.28776206283009004,2.2531052171523736,-0.3333570076961101,2.327105232526155,-0.3151920599234445,3.380865044032155,clase_1
-0.7032987118870984,-3.899613012660252,-0.9661864685587197,-4.545887030128008,-0.9372635936245999,2.355853240878477,0.16459714081208798,1.7535136265720175,-0.7268817680181332,3.3743527223746463,-0.7201629036798193,0.9656517900594557,clase_5
4.0782946103948525,-0.6287362042059799,0.8345303889845468,2.4542982398772573,-1.3263672644062887,-2.2537616899916975,-2.987533185768653,-3.753765460833935,0.44608742530302636,1.0099001153305898,0.9510213361781547,1.2896519398351878,clase_0
2.043170339931848,0.45025117345794596,-0.52347857226914,-0.724008632500831,0.7898517383761319,0.07077413969024338,0.17268954719789031,2.000095890385143,-0.41180349347493905,-0.9410913297324017,-1.2485816890997645,2.458281769589529,clase_4
2.0575830580926406,-2.990525811068797,-0.4620478079832364,-0.036129079931663255,1.6672701290933796,2.2906674495902886,1.1150277744446135,3.272062907971345,1.9932945140954352,1.9028429884136513,1.562668505230683,3.659878166228525,clase_4
-1.6716188938436585,-3.6494102563294257,0.5024009132142258,-2.301863708053033,0.661649724126534,3.1119507812611067,0.6042797873541994,1.4563175934410182,-0.44779324420848265,0.8359805956090328,0.16872257734587723,-2.502443667442444,clase_5
4.138591848918397,-3.3675913966921396,0.42760398870128874,0.9470690696796766,0.5338053851350831,0.1398706474385153,-0.3601409867207124,0.6246771415023855,-1.38046664473969,0.2728416791170459,0.25223147991929806,1.2977025185497046,clase_2
-6.2127901944026895,-0.6287981156614793,1.1929849966781103,-1.0194030166605657,1.4514800375017352,-4.448062921328122,2.8671925224635064,0.7231956029520162,1.0070284725938796,-0.2233616015812871,0.6940200870607419,-1.534408192028365,clase_3
1.261950477703518,1.1382531177878523,0.3142107068156419,-0.9901437752101122,1.249463982491018,1.3283320543122445,-1.6687279246341526,0.7624459345308721,-0.5276183651115681,-1.6087940309135407,-0.47740623159781603,-0.5782694699262496,clase_0
-2.620732836737329,-0.08663961289974009,2.4973773757952156,-2.5490749878811227,2.374771342109868,-3.477776707588296,1.125695349108908,2.8328070869504844,0.6089317254347084,-1.9011709095504903,-1.8107995783196809,0.8273852579446757,clase_5
0.8454146022401943,-0.26698637980864415,-0.39560949973793824,2.472708904765592,0.27312207965640495,1.4424494438476776,-0.7010595446015374,-1.1002191039177658,1.4635893969258353,1.6936290003215406,0.1724198520913992,-0.1420987903321954,clase_1
4.763934956377346,-1.1656000925171508,1.1218748857225362,4.3059662281047855,1.4186648028893494,1.513530423019986,1.1801060128780525,1.0342290464351844,1.1778051624994554,-3.6794434915313756,1.4533971058146764,1.1980519343320435,clase_3
1.3127528879474428,1.9484931796980267,0.5381278993250933,-0.819993363550922,0.8269203621918297,-0.6291735897046886,-1.8107624765301222,0.5057593594265335,-3.0178110984747457,-1.388708100123503,-0.6220648349449548,-0.9890546582275017,clase_0
2.75780939447015,-1.7232073483145882,-0.5366641974392392,-0.5611972769166391,0.7335270419672932,-0.20428933047676084,-1.8929062022598622,-0.644608520647188,-1.0644424330990054,0.036180952351992035,1.4861513251433442,0.1243172543897586,clase_0
2.763714148950262,4.602827038112202,2.2770691439163944,-0.33354662511066985,-2.100953048195109,2.669916688412518,0.8562836918188199,3.3510324541621643,-1.2250858026350226,-3.622510571848596,1.1508346496843629,2.9653268051079937,clase_2
2.05050096224707,-2.0585576934223306,1.2075480024913219,0.29971868878791685,-0.6954252963590549,2.4166566540637238,1.920078954027457,2.4291256780766335,-0.47757549380497644,-0.8305885467748384,0.1323090206885346,1.3831474438598614,clase_2
